REGION,TECHNOLOGY,YEAR,VALUE
RE1,DEMPUBGWTWAT,2021,0.77
RE1,DEMPUBGWTWAT,2022,0.72
RE1,DEMPUBGWTWAT,2023,0.66
RE1,DEMPUBGWTWAT,2024,0.61
RE1,DEMPUBGWTWAT,2025,0.55
RE1,DEMPUBGWTWAT,2026,0.5
RE1,DEMPUBGWTWAT,2027,0.44
RE1,DEMPUBGWTWAT,2028,0.39
RE1,DEMPUBGWTWAT,2029,0.33
RE1,DEMPUBGWTWAT,2030,0.28
RE1,DEMPUBGWTWAT,2031,0.22
RE1,DEMPUBGWTWAT,2032,0.17
RE1,DEMPUBGWTWAT,2033,0.11
RE1,DEMPUBGWTWAT,2034,0.06
RE1,DEMAGRSURWAT,2020,1
RE1,DEMAGRSURWAT,2021,0.93
RE1,DEMAGRSURWAT,2022,0.87
RE1,DEMAGRSURWAT,2023,0.8
RE1,DEMAGRSURWAT,2024,0.73
RE1,DEMAGRSURWAT,2025,0.67
RE1,DEMAGRSURWAT,2026,0.6
RE1,DEMAGRSURWAT,2027,0.5896
RE1,DEMAGRSURWAT,2028,0.7093
RE1,DEMAGRSURWAT,2029,0.8056
RE1,DEMAGRSURWAT,2030,0.9061
RE1,DEMAGRSURWAT,2031,0.9999
RE1,DEMAGRSURWAT,2032,1.0864
RE1,DEMAGRSURWAT,2033,1.1757
RE1,DEMAGRSURWAT,2034,1.3026
RE1,DEMAGRSURWAT,2035,1.3993
RE1,DEMAGRGWTWAT,2020,0.5
RE1,DEMAGRGWTWAT,2021,0.47
RE1,DEMAGRGWTWAT,2022,0.43
RE1,DEMAGRGWTWAT,2023,0.4
RE1,DEMAGRGWTWAT,2024,0.37
RE1,DEMAGRGWTWAT,2025,0.33
RE1,DEMAGRGWTWAT,2026,0.3
RE1,DEMAGRGWTWAT,2027,0.27
RE1,DEMAGRGWTWAT,2028,0.23
RE1,DEMAGRGWTWAT,2029,0.2
RE1,DEMAGRGWTWAT,2030,0.17
RE1,DEMAGRGWTWAT,2031,0.13
RE1,DEMAGRGWTWAT,2032,0.1
RE1,DEMAGRGWTWAT,2033,0.07
RE1,DEMAGRGWTWAT,2034,0.03
RE1,DEMPWRSURWAT,2020,0.1454
RE1,DEMPWRSURWAT,2021,0.1459
RE1,DEMPWRSURWAT,2022,0.1459
RE1,DEMPWRSURWAT,2023,0.1459
RE1,DEMPWRSURWAT,2024,0.1459
RE1,DEMPWRSURWAT,2025,0.146
RE1,DEMPWRSURWAT,2026,0.146
RE1,DEMPWRSURWAT,2027,0.146
RE1,DEMPWRSURWAT,2028,0.146
RE1,DEMPWRSURWAT,2029,0.146
RE1,DEMPWRSURWAT,2030,0.146
RE1,DEMPWRSURWAT,2031,0.146
RE1,DEMPWRSURWAT,2032,0.146
RE1,DEMPWRSURWAT,2033,0.146
RE1,DEMPWRSURWAT,2034,0.146
RE1,DEMPWRSURWAT,2035,0.1477
RE1,DEMAGRDSL,2020,2.0459
RE1,DEMAGRDSL,2021,2.1106
RE1,DEMAGRDSL,2022,2.1704
RE1,DEMAGRDSL,2023,2.2302
RE1,DEMAGRDSL,2024,2.2997
RE1,DEMAGRDSL,2025,2.3709
RE1,DEMAGRDSL,2026,2.4334
RE1,DEMAGRDSL,2027,2.4969
RE1,DEMAGRDSL,2028,2.5705
RE1,DEMAGRDSL,2029,2.6447
RE1,DEMAGRDSL,2030,2.73
RE1,DEMAGRDSL,2031,2.8059
RE1,DEMAGRDSL,2032,2.8822
RE1,DEMAGRDSL,2033,2.959
RE1,DEMAGRDSL,2034,3.0355
RE1,DEMAGRDSL,2035,3.113
RE1,DEMTRABIO,2020,1.1848
RE1,DEMTRABIO,2021,1.2204
RE1,DEMTRABIO,2022,1.2559
RE1,DEMTRABIO,2023,1.2915
RE1,DEMTRABIO,2024,1.327
RE1,DEMTRABIO,2025,1.3744
RE1,DEMTRABIO,2026,1.41
RE1,DEMTRABIO,2027,1.4455
RE1,DEMTRABIO,2028,1.4929
RE1,DEMTRABIO,2029,1.5403
RE1,DEMTRABIO,2030,1.5877
RE1,DEMTRABIO,2031,1.6351
RE1,DEMTRABIO,2032,1.6825
RE1,DEMTRABIO,2033,1.7299
RE1,DEMTRABIO,2034,1.7773
RE1,DEMTRABIO,2035,1.8246
RE1,PWRTRN001,2019,0.5432
RE1,PWRTRN001,2020,0.5622
RE1,PWRTRN001,2021,0.5846
RE1,PWRTRN001,2022,0.6048
RE1,PWRTRN001,2023,0.6251
RE1,PWRTRN001,2024,0.6444
RE1,PWRTRN001,2025,0.6637
RE1,PWRTRN001,2026,0.6831
RE1,PWRTRN001,2027,0.703
RE1,PWRTRN001,2028,0.7225
RE1,PWRTRN001,2029,0.742
RE1,PWRTRN001,2030,0.762
RE1,PWRTRN001,2031,0.7816
RE1,PWRTRN001,2032,0.835
RE1,PWRTRN001,2033,0.8507
RE1,PWRTRN001,2034,0.866
RE1,PWRTRN001,2035,0.8817
RE1,PWRTRN001,2036,0.897
RE1,PWRTRN001,2037,0.9128
RE1,PWRTRN001,2038,0.9283
RE1,PWRTRN001,2039,0.9442
RE1,PWRTRN001,2040,0.9598
