REGION,TECHNOLOGY,YEAR,VALUE
RE1,PWRGEO,2030,0.0776
RE1,PWRGEO,2031,0.0776
RE1,PWRGEO,2032,0.0776
RE1,PWRGEO,2033,0.0776
RE1,PWRGEO,2034,0.0921
RE1,PWRGEO,2035,0.1105
RE1,PWRGEO,2036,0.1327
RE1,PWRGEO,2037,0.1592
RE1,PWRGEO,2038,0.191
RE1,PWRGEO,2039,0.2292
RE1,PWRGEO,2040,0.2292
RE1,PWRGEO,2041,0.3301
RE1,PWRGEO,2042,0.3961
RE1,PWRGEO,2043,0.4753
RE1,PWRGEO,2044,0.5337
RE1,PWRGEO,2045,0.6672
RE1,PWRGEO,2046,0.8214
RE1,PWRGEO,2047,0.9856
RE1,PWRGEO,2048,1.1828
RE1,PWRGEO,2049,1.4193
RE1,PWRGEO,2050,1.7032
RE1,PWRPVU,2020,0.023
RE1,PWRPVU,2021,0.023
RE1,PWRPVU,2022,0.1182
RE1,PWRPVU,2023,0.1241
RE1,PWRPVU,2024,0.1303
RE1,PWRPVU,2025,0.1368
RE1,PWRPVU,2026,0.1437
RE1,PWRPVU,2027,0.1724
RE1,PWRPVU,2028,0.2069
RE1,PWRPVU,2029,0.2483
RE1,PWRPVU,2030,0.2483
RE1,PWRPVU,2031,0.2483
RE1,PWRPVU,2032,0.2483
RE1,PWRPVU,2033,0.2483
RE1,PWRPVU,2034,0.2483
RE1,PWRPVU,2035,0.2483
RE1,PWRPVU,2036,0.2586
RE1,PWRPVU,2037,0.3103
RE1,PWRPVU,2038,0.3724
RE1,PWRPVU,2039,0.5362
RE1,PWRPVU,2040,0.5362
RE1,PWRPVU,2041,0.6434
RE1,PWRPVU,2042,0.7721
RE1,PWRPVU,2043,0.9266
RE1,PWRPVU,2044,1.1119
RE1,PWRPVU,2045,1.3342
RE1,PWRPVU,2046,1.6011
RE1,PWRPVU,2047,1.9213
RE1,PWRPVU,2048,2.4538
RE1,PWRPVU,2049,2.7667
RE1,PWRPVU,2050,3.32
RE1,PWRHYD001,2020,4.7095
RE1,PWRHYD001,2021,4.71
RE1,PWRHYD001,2022,4.9455
RE1,PWRHYD001,2023,5.3594
RE1,PWRHYD001,2024,6.2843
RE1,PWRHYD001,2025,7.1282
RE1,PWRHYD001,2026,7.6219
RE1,PWRHYD001,2027,8.8709
RE1,PWRHYD001,2028,9.5644
RE1,PWRHYD001,2029,10.1121
RE1,PWRHYD001,2030,10.1121
RE1,PWRHYD001,2031,10.432
RE1,PWRHYD001,2032,11.1944
RE1,PWRHYD001,2033,11.923
RE1,PWRHYD001,2034,12.5847
RE1,PWRHYD001,2035,13.1621
RE1,PWRHYD001,2036,13.6421
RE1,PWRHYD001,2037,13.9977
RE1,PWRHYD001,2038,14.1942
RE1,PWRHYD001,2039,14.1942
RE1,PWRHYD001,2040,14.1942
RE1,PWRHYD001,2041,14.1942
RE1,PWRHYD001,2042,14.1942
RE1,PWRHYD001,2043,14.1942
RE1,PWRHYD001,2044,14.1942
RE1,PWRHYD001,2045,14.5163
RE1,PWRHYD001,2046,14.7958
RE1,PWRHYD001,2047,15.5434
RE1,PWRHYD001,2048,15.5434
RE1,PWRHYD001,2049,15.5434
RE1,PWRHYD001,2050,15.5434
RE1,PWRHYD002,2020,0.2932
RE1,PWRHYD002,2021,0.293
RE1,PWRHYD002,2022,0.3076
RE1,PWRHYD002,2023,0.8869
RE1,PWRHYD002,2024,1.1743
RE1,PWRHYD002,2025,1.4651
RE1,PWRHYD002,2026,1.7566
RE1,PWRHYD002,2027,1.8445
RE1,PWRHYD002,2028,1.8653
RE1,PWRHYD002,2029,1.8653
RE1,PWRHYD002,2030,1.8653
RE1,PWRHYD002,2031,2.2436
RE1,PWRHYD002,2032,2.25
RE1,PWRHYD002,2033,2.25
RE1,PWRHYD002,2034,2.25
RE1,PWRHYD002,2035,2.25
RE1,PWRHYD002,2036,2.25
RE1,PWRHYD002,2037,2.25
RE1,PWRHYD002,2038,2.25
RE1,PWRHYD002,2039,2.25
RE1,PWRHYD002,2040,2.25
RE1,PWRHYD002,2041,2.25
RE1,PWRHYD002,2042,2.25
RE1,PWRHYD002,2043,2.25
RE1,PWRHYD002,2044,2.25
RE1,PWRHYD002,2045,2.25
RE1,PWRHYD002,2046,2.25
RE1,PWRHYD002,2047,2.25
RE1,PWRHYD002,2048,2.25
RE1,PWRHYD002,2049,2.25
RE1,PWRHYD002,2050,2.25
RE1,PWRPVR,2020,0.0139
RE1,PWRPVR,2021,0.014
RE1,PWRPVR,2022,0.0147
RE1,PWRPVR,2023,0.0154
RE1,PWRPVR,2024,0.0162
RE1,PWRPVR,2025,0.017
RE1,PWRPVR,2026,0.0179
RE1,PWRPVR,2027,0.0214
RE1,PWRPVR,2028,0.0257
RE1,PWRPVR,2029,0.0599
RE1,PWRPVR,2030,0.0599
RE1,PWRPVR,2031,0.0863
RE1,PWRPVR,2032,0.114
RE1,PWRPVR,2033,0.1243
RE1,PWRPVR,2034,0.1492
RE1,PWRPVR,2035,0.179
RE1,PWRPVR,2036,0.2148
RE1,PWRPVR,2037,0.2578
RE1,PWRPVR,2038,0.3093
RE1,PWRPVR,2039,0.3712
RE1,PWRPVR,2040,0.4454
RE1,PWRPVR,2041,0.5345
RE1,PWRPVR,2042,0.6414
RE1,PWRPVR,2043,0.7697
RE1,PWRPVR,2044,0.9236
RE1,PWRPVR,2045,1.1084
RE1,PWRPVR,2046,1.3301
RE1,PWRPVR,2047,1.5961
RE1,PWRPVR,2048,1.9153
RE1,PWRPVR,2049,2.2983
RE1,PWRPVR,2050,2.758
RE1,PWRHYD004,2020,0.0013
RE1,PWRHYD004,2021,0.001
RE1,PWRHYD004,2022,0.0127
RE1,PWRHYD004,2023,0.0133
RE1,PWRHYD004,2024,0.0139
RE1,PWRHYD004,2025,0.0146
RE1,PWRHYD004,2026,0.0146
RE1,PWRHYD004,2027,0.0146
RE1,PWRHYD004,2028,0.0146
RE1,PWRHYD004,2029,0.0146
RE1,PWRHYD004,2030,0.0146
RE1,PWRHYD004,2031,0.0146
RE1,PWRHYD004,2032,0.0146
RE1,PWRHYD004,2033,0.0146
RE1,PWRHYD004,2034,0.0146
RE1,PWRHYD004,2035,0.0158
RE1,PWRHYD004,2036,0.019
RE1,PWRHYD004,2037,0.0227
RE1,PWRHYD004,2038,0.0273
RE1,PWRHYD004,2039,0.0327
RE1,PWRHYD004,2040,0.0393
RE1,PWRHYD004,2041,0.0472
RE1,PWRHYD004,2042,0.0566
RE1,PWRHYD004,2043,0.0679
RE1,PWRHYD004,2044,0.0815
RE1,PWRHYD004,2045,0.0978
RE1,PWRHYD004,2046,0.1173
RE1,PWRHYD004,2047,0.1408
RE1,PWRHYD004,2048,0.15
RE1,PWRHYD004,2049,0.15
RE1,PWRHYD004,2050,0.15
RE1,PWRDSL,2020,0.089
RE1,PWRDSL,2021,0.089
RE1,PWRDSL,2022,1.1259
RE1,PWRDSL,2023,1.1822
RE1,PWRDSL,2024,1.2413
RE1,PWRDSL,2025,1.3034
RE1,PWRDSL,2026,1.3685
RE1,PWRDSL,2027,1.6423
RE1,PWRDSL,2028,1.9707
RE1,PWRDSL,2029,2.3648
RE1,PWRDSL,2030,2.6575
RE1,PWRDSL,2031,3.0449
RE1,PWRDSL,2032,3.4107
RE1,PWRDSL,2033,3.8228
RE1,PWRDSL,2034,4.2272
RE1,PWRDSL,2035,4.6737
RE1,PWRDSL,2036,5.1667
RE1,PWRDSL,2037,5.7002
RE1,PWRDSL,2038,6.3029
RE1,PWRDSL,2039,6.942
RE1,PWRDSL,2040,6.942
RE1,PWRDSL,2041,7.192
RE1,PWRDSL,2042,7.7436
RE1,PWRDSL,2043,8.2615
RE1,PWRDSL,2044,8.7239
RE1,PWRDSL,2045,8.789
RE1,PWRDSL,2046,8.789
RE1,PWRDSL,2047,8.1829
RE1,PWRDSL,2048,8.1266
RE1,PWRDSL,2049,8.0675
RE1,PWRDSL,2050,8.0054
RE1,PWRWND,2020,0.404
RE1,PWRWND,2021,0.404
RE1,PWRWND,2022,0.4242
RE1,PWRWND,2023,0.4454
RE1,PWRWND,2024,0.4677
RE1,PWRWND,2025,0.4911
RE1,PWRWND,2026,0.5156
RE1,PWRWND,2027,0.5156
RE1,PWRWND,2028,0.5156
RE1,PWRWND,2029,0.5156
RE1,PWRWND,2030,0.5156
RE1,PWRWND,2031,0.5156
RE1,PWRWND,2032,0.5156
RE1,PWRWND,2033,0.5156
RE1,PWRWND,2034,0.5156
RE1,PWRWND,2035,0.5156
RE1,PWRWND,2036,0.5156
RE1,PWRWND,2037,0.5156
RE1,PWRWND,2038,0.5156
RE1,PWRWND,2039,0.5277
RE1,PWRWND,2040,0.5277
RE1,PWRWND,2041,0.5934
RE1,PWRWND,2042,0.8585
RE1,PWRWND,2043,1.1287
RE1,PWRWND,2044,1.3548
RE1,PWRWND,2045,1.7322
RE1,PWRWND,2046,2.0793
RE1,PWRWND,2047,2.7264
RE1,PWRWND,2048,2.7945
RE1,PWRWND,2049,2.7723
RE1,PWRWND,2050,2.7489
RE1,PWRTRN,2020,1.443
RE1,PWRTRN,2021,1.443
RE1,PWRTRN,2022,2.6128
RE1,PWRTRN,2023,3.0454
RE1,PWRTRN,2024,3.4809
RE1,PWRTRN,2025,3.8934
RE1,PWRTRN,2026,4.1951
RE1,PWRTRN,2027,4.8214
RE1,PWRTRN,2028,5.285
RE1,PWRTRN,2029,5.7412
RE1,PWRTRN,2030,6.2214
RE1,PWRTRN,2031,6.7304
RE1,PWRTRN,2032,7.2483
RE1,PWRTRN,2033,7.785
RE1,PWRTRN,2034,8.3259
RE1,PWRTRN,2035,8.8757
RE1,PWRTRN,2036,9.437
RE1,PWRTRN,2037,10.0093
RE1,PWRTRN,2038,10.5918
RE1,PWRTRN,2039,11.1853
RE1,PWRTRN,2040,11.768
RE1,PWRTRN,2041,12.2991
RE1,PWRTRN,2042,12.8261
RE1,PWRTRN,2043,13.3482
RE1,PWRTRN,2044,13.8647
RE1,PWRTRN,2045,14.367
RE1,PWRTRN,2046,14.8568
RE1,PWRTRN,2047,15.3258
RE1,PWRTRN,2048,15.7884
RE1,PWRTRN,2049,16.2357
RE1,PWRTRN,2050,16.6519
RE1,PWRBIO001,2020,0.025
RE1,PWRBIO001,2021,0.025
RE1,PWRBIO001,2022,0.1931
RE1,PWRBIO001,2023,0.2757
RE1,PWRBIO001,2024,0.2757
RE1,PWRBIO001,2025,0.2757
RE1,PWRBIO001,2026,0.2757
RE1,PWRBIO001,2027,0.2757
RE1,PWRBIO001,2028,0.2757
RE1,PWRBIO001,2029,0.2757
RE1,PWRBIO001,2030,0.2757
RE1,PWRBIO001,2031,0.2757
RE1,PWRBIO001,2032,0.2757
RE1,PWRBIO001,2033,0.2757
RE1,PWRBIO001,2034,0.329
RE1,PWRBIO001,2035,0.3948
RE1,PWRBIO001,2036,0.4738
RE1,PWRBIO001,2037,0.5685
RE1,PWRBIO001,2038,0.6822
RE1,PWRBIO001,2039,0.8187
RE1,PWRBIO001,2040,0.8187
RE1,PWRBIO001,2041,1.1789
RE1,PWRBIO001,2042,1.1789
RE1,PWRBIO001,2043,1.1789
RE1,PWRBIO001,2044,1.2755
RE1,PWRBIO001,2045,1.5668
RE1,PWRBIO001,2046,1.9055
RE1,PWRBIO001,2047,2.7329
RE1,PWRBIO001,2048,3.0675
RE1,PWRBIO001,2049,3.5139
RE1,PWRBIO001,2050,3.6003
RE1,IMPPET,2020,94.855
RE1,IMPPET,2021,98.464
RE1,IMPPET,2022,129.5514
RE1,IMPPET,2023,160.6389
RE1,IMPPET,2024,191.7263
RE1,IMPPET,2025,222.8138
RE1,IMPPET,2026,253.9012
RE1,IMPPET,2027,284.9887
RE1,IMPPET,2028,316.0761
RE1,IMPPET,2029,347.1636
RE1,IMPPET,2030,378.251
RE1,IMPPET,2031,409.3385
RE1,IMPPET,2032,440.4259
RE1,IMPPET,2033,471.5134
RE1,IMPPET,2034,502.6008
RE1,IMPPET,2035,533.6883
RE1,IMPPET,2036,564.7757
RE1,IMPPET,2037,595.8632
RE1,IMPPET,2038,626.9506
RE1,IMPPET,2039,658.0381
RE1,IMPPET,2040,689.1255
RE1,IMPPET,2041,720.213
RE1,IMPPET,2042,751.3004
RE1,IMPPET,2043,782.3879
RE1,IMPPET,2044,813.4753
RE1,IMPPET,2045,844.5628
RE1,IMPPET,2046,875.6502
RE1,IMPPET,2047,906.7377
RE1,IMPPET,2048,937.8251
RE1,IMPPET,2049,968.9126
RE1,IMPPET,2050,1000
RE1,DEMTRAPET,2020,94.855
RE1,DEMTRAPET,2021,98.464
RE1,DEMTRAPET,2022,129.5514
RE1,DEMTRAPET,2023,160.6389
RE1,DEMTRAPET,2024,191.7263
RE1,DEMTRAPET,2025,222.8138
RE1,DEMTRAPET,2026,253.9012
RE1,DEMTRAPET,2027,284.9887
RE1,DEMTRAPET,2028,316.0761
RE1,DEMTRAPET,2029,347.1636
RE1,DEMTRAPET,2030,378.251
RE1,DEMTRAPET,2031,409.3385
RE1,DEMTRAPET,2032,440.4259
RE1,DEMTRAPET,2033,471.5134
RE1,DEMTRAPET,2034,502.6008
RE1,DEMTRAPET,2035,533.6883
RE1,DEMTRAPET,2036,564.7757
RE1,DEMTRAPET,2037,595.8632
RE1,DEMTRAPET,2038,626.9506
RE1,DEMTRAPET,2039,658.0381
RE1,DEMTRAPET,2040,689.1255
RE1,DEMTRAPET,2041,720.213
RE1,DEMTRAPET,2042,751.3004
RE1,DEMTRAPET,2043,782.3879
RE1,DEMTRAPET,2044,813.4753
RE1,DEMTRAPET,2045,844.5628
RE1,DEMTRAPET,2046,875.6502
RE1,DEMTRAPET,2047,906.7377
RE1,DEMTRAPET,2048,937.8251
RE1,DEMTRAPET,2049,968.9126
RE1,DEMTRAPET,2050,1000
RE1,DEMRESBIO,2020,1552.323
RE1,DEMRESBIO,2021,1593.28
RE1,DEMRESBIO,2022,1611.817
RE1,DEMRESBIO,2023,1629.3043
RE1,DEMRESBIO,2024,1646.8485
RE1,DEMRESBIO,2025,1664.4312
RE1,DEMRESBIO,2026,1680.939
RE1,DEMRESBIO,2027,1697.699
RE1,DEMRESBIO,2028,1713.8618
RE1,DEMRESBIO,2029,1731.3405
RE1,DEMRESBIO,2030,1747.5713
RE1,DEMRESBIO,2031,1740.3228
RE1,DEMRESBIO,2032,1732.8244
RE1,DEMRESBIO,2033,1725.6537
RE1,DEMRESBIO,2034,1718.8047
RE1,DEMRESBIO,2035,1732.2551
RE1,DEMRESBIO,2036,1728.1244
RE1,DEMRESBIO,2037,1724.2018
RE1,DEMRESBIO,2038,1720.5732
RE1,DEMRESBIO,2039,1717.3412
RE1,DEMRESBIO,2040,1709.3341
RE1,DEMRESBIO,2041,1705.7351
RE1,DEMRESBIO,2042,1684.6685
RE1,DEMRESBIO,2043,1662.7834
RE1,DEMRESBIO,2044,1646.2083
RE1,DEMRESBIO,2045,1633.9304
RE1,DEMRESBIO,2046,1621.7401
RE1,DEMRESBIO,2047,1631.5145
RE1,DEMRESBIO,2048,1614.6652
RE1,DEMRESBIO,2049,1599.2178
RE1,DEMRESBIO,2050,1575.342
RE1,DEMINDCOA,2020,9.43
RE1,DEMINDCOA,2021,10.021
RE1,DEMINDCOA,2022,11.3996
RE1,DEMINDCOA,2023,12.7782
RE1,DEMINDCOA,2024,14.1568
RE1,DEMINDCOA,2025,15.5353
RE1,DEMINDCOA,2026,16.9139
RE1,DEMINDCOA,2027,18.2925
RE1,DEMINDCOA,2028,19.6711
RE1,DEMINDCOA,2029,21.0497
RE1,DEMINDCOA,2030,22.4283
RE1,DEMINDCOA,2031,23.8069
RE1,DEMINDCOA,2032,25.1854
RE1,DEMINDCOA,2033,26.564
RE1,DEMINDCOA,2034,27.9426
RE1,DEMINDCOA,2035,29.3212
RE1,DEMINDCOA,2036,30.6998
RE1,DEMINDCOA,2037,32.0784
RE1,DEMINDCOA,2038,33.457
RE1,DEMINDCOA,2039,34.8356
RE1,DEMINDCOA,2040,36.2141
RE1,DEMINDCOA,2041,37.5927
RE1,DEMINDCOA,2042,38.9713
RE1,DEMINDCOA,2043,40.3499
RE1,DEMINDCOA,2044,41.7285
RE1,DEMINDCOA,2045,43.1071
RE1,DEMINDCOA,2046,44.4857
RE1,DEMINDCOA,2047,45.8642
RE1,DEMINDCOA,2048,47.2428
RE1,DEMINDCOA,2049,48.6214
RE1,DEMINDCOA,2050,50
RE1,MINLND,2020,1130
RE1,MINLND,2021,1130
RE1,MINLND,2022,1130
RE1,MINLND,2023,1130
RE1,MINLND,2024,1130
RE1,MINLND,2025,1130
RE1,MINLND,2026,1130
RE1,MINLND,2027,1130
RE1,MINLND,2028,1130
RE1,MINLND,2029,1130
RE1,MINLND,2030,1130
RE1,MINLND,2031,1130
RE1,MINLND,2032,1130
RE1,MINLND,2033,1130
RE1,MINLND,2034,1130
RE1,MINLND,2035,1130
RE1,MINLND,2036,1130
RE1,MINLND,2037,1130
RE1,MINLND,2038,1130
RE1,MINLND,2039,1130
RE1,MINLND,2040,1130
RE1,MINLND,2041,1130
RE1,MINLND,2042,1130
RE1,MINLND,2043,1130
RE1,MINLND,2044,1130
RE1,MINLND,2045,1130
RE1,MINLND,2046,1130
RE1,MINLND,2047,1130
RE1,MINLND,2048,1130
RE1,MINLND,2049,1130
RE1,MINLND,2050,1130
RE1,LNDCERHR,2020,3.0477
RE1,LNDCERHR,2021,3.0782
RE1,LNDCERHR,2022,3.109
RE1,LNDCERHR,2023,3.1401
RE1,LNDCERHR,2024,3.1715
RE1,LNDCERHR,2025,3.2032
RE1,LNDCERHR,2026,3.2352
RE1,LNDCERHR,2027,3.2676
RE1,LNDCERHR,2028,3.3003
RE1,LNDCERHR,2029,3.3333
RE1,LNDCERHR,2030,3.3666
RE1,LNDCERHR,2031,3.4003
RE1,LNDCERHR,2032,3.4343
RE1,LNDCERHR,2033,3.4686
RE1,LNDCERHR,2034,3.5033
RE1,LNDCERHR,2035,3.5383
RE1,LNDCERHR,2036,3.5737
RE1,LNDCERHR,2037,3.6095
RE1,LNDCERHR,2038,3.6456
RE1,LNDCERHR,2039,3.682
RE1,LNDCERHR,2040,3.7188
RE1,LNDCERHR,2041,3.756
RE1,LNDCERHR,2042,3.7936
RE1,LNDCERHR,2043,3.8315
RE1,LNDCERHR,2044,3.8698
RE1,LNDCERHR,2045,3.9085
RE1,LNDCERHR,2046,3.9476
RE1,LNDCERHR,2047,3.9871
RE1,LNDCERHR,2048,4.027
RE1,LNDCERHR,2049,4.0672
RE1,LNDCERHR,2050,4.1079
RE1,LNDCERLR,2020,27.4297
RE1,LNDCERLR,2021,26.0582
RE1,LNDCERLR,2022,27.0268
RE1,LNDCERLR,2023,28.0217
RE1,LNDCERLR,2024,29.0435
RE1,LNDCERLR,2025,30.1908
RE1,LNDCERLR,2026,31.2891
RE1,LNDCERLR,2027,32.2616
RE1,LNDCERLR,2028,32.9168
RE1,LNDCERLR,2029,33.4999
RE1,LNDCERLR,2030,33.3566
RE1,LNDCERLR,2031,32.5419
RE1,LNDCERLR,2032,31.1063
RE1,LNDCERLR,2033,29.7613
RE1,LNDCERLR,2034,28.3566
RE1,LNDCERLR,2035,26.9851
RE1,LNDCERLR,2036,25.3392
RE1,LNDCERLR,2037,21.5316
RE1,LNDCERLR,2038,18.1468
RE1,LNDCERLR,2039,14.3266
RE1,LNDCERLR,2040,11.6484
RE1,LNDCERLR,2041,8.9228
RE1,LNDCERLR,2042,6.4533
RE1,LNDCERLR,2043,4.2486
RE1,LNDCERLR,2044,2.0989
RE1,LNDCERLR,2045,0.6912
RE1,LNDCERLR,2046,0
RE1,LNDCERLR,2047,0
RE1,LNDCERLR,2048,0
RE1,LNDCERLR,2049,0
RE1,LNDCERLR,2050,0
RE1,LNDCERHI,2020,0.0818
RE1,LNDCERHI,2021,0.1417
RE1,LNDCERHI,2022,0.1378
RE1,LNDCERHI,2023,0.1341
RE1,LNDCERHI,2024,0.1292
RE1,LNDCERHI,2025,0.1247
RE1,LNDCERHI,2026,0.1198
RE1,LNDCERHI,2027,0.1153
RE1,LNDCERHI,2028,0.1107
RE1,LNDCERHI,2029,0.1061
RE1,LNDCERHI,2030,0.1014
RE1,LNDCERHI,2031,0.0969
RE1,LNDCERHI,2032,0.0927
RE1,LNDCERHI,2033,0.0886
RE1,LNDCERHI,2034,0.0888
RE1,LNDCERHI,2035,0.0897
RE1,LNDCERHI,2036,0.0906
RE1,LNDCERHI,2037,0.0915
RE1,LNDCERHI,2038,0.0924
RE1,LNDCERHI,2039,0.0933
RE1,LNDCERHI,2040,0.0943
RE1,LNDCERHI,2041,0.0952
RE1,LNDCERHI,2042,0.0962
RE1,LNDCERHI,2043,0.0971
RE1,LNDCERHI,2044,0.0981
RE1,LNDCERHI,2045,0.0991
RE1,LNDCERHI,2046,0.1001
RE1,LNDCERHI,2047,0.1011
RE1,LNDCERHI,2048,0.1021
RE1,LNDCERHI,2049,0.1031
RE1,LNDCERHI,2050,0.1041
RE1,LNDCERLI,2020,0.7362
RE1,LNDCERLI,2021,1.2754
RE1,LNDCERLI,2022,1.2404
RE1,LNDCERLI,2023,1.2072
RE1,LNDCERLI,2024,1.163
RE1,LNDCERLI,2025,1.1219
RE1,LNDCERLI,2026,1.0783
RE1,LNDCERLI,2027,1.0381
RE1,LNDCERLI,2028,1.0525
RE1,LNDCERLI,2029,1.3682
RE1,LNDCERLI,2030,2.0523
RE1,LNDCERLI,2031,3.0785
RE1,LNDCERLI,2032,4.4226
RE1,LNDCERLI,2033,5.7385
RE1,LNDCERLI,2034,7.1194
RE1,LNDCERLI,2035,8.4995
RE1,LNDCERLI,2036,10.0293
RE1,LNDCERLI,2037,12.6284
RE1,LNDCERLI,2038,15.0387
RE1,LNDCERLI,2039,17.7166
RE1,LNDCERLI,2040,19.8511
RE1,LNDCERLI,2041,22.0228
RE1,LNDCERLI,2042,24.085
RE1,LNDCERLI,2043,26.0347
RE1,LNDCERLI,2044,28.1532
RE1,LNDCERLI,2045,29.8222
RE1,LNDCERLI,2046,31.1105
RE1,LNDCERLI,2047,32.0588
RE1,LNDCERLI,2048,33.0182
RE1,LNDCERLI,2049,33.9964
RE1,LNDCERLI,2050,34.9974
RE1,LNDMAIHR,2020,2.3018
RE1,LNDMAIHR,2021,2.3248
RE1,LNDMAIHR,2022,2.3481
RE1,LNDMAIHR,2023,2.3716
RE1,LNDMAIHR,2024,2.3953
RE1,LNDMAIHR,2025,2.4192
RE1,LNDMAIHR,2026,2.4434
RE1,LNDMAIHR,2027,2.4678
RE1,LNDMAIHR,2028,2.4925
RE1,LNDMAIHR,2029,2.5175
RE1,LNDMAIHR,2030,2.5426
RE1,LNDMAIHR,2031,2.5681
RE1,LNDMAIHR,2032,2.5937
