REGION,TECHNOLOGY,YEAR,VALUE
RE1,PWRHYD001,2027,3000.0
RE1,PWRHYD001,2028,3000.0
RE1,PWRHYD001,2029,3000.0
RE1,PWRHYD001,2030,3000.0
RE1,PWRHYD001,2031,3000.0
RE1,PWRHYD001,2032,3000.0
RE1,PWRHYD001,2033,3000.0
RE1,PWRHYD001,2034,3000.0
RE1,PWRHYD001,2035,3000.0
RE1,PWRHYD001,2036,3000.0
RE1,PWRHYD001,2037,3000.0
RE1,PWRHYD001,2038,3000.0
RE1,PWRHYD001,2039,3000.0
RE1,PWRHYD001,2040,3000.0
RE1,PWRHYD001,2041,3000.0
RE1,PWRHYD001,2042,3000.0
RE1,PWRHYD001,2043,3000.0
RE1,PWRHYD001,2044,3000.0
RE1,PWRHYD001,2045,3000.0
RE1,PWRHYD001,2046,3000.0
RE1,PWRHYD001,2047,3000.0
RE1,PWRHYD001,2048,3000.0
RE1,PWRHYD001,2049,3000.0
RE1,PWRHYD001,2050,3000.0
RE1,PWRHYD002,2020,2500.0
RE1,PWRHYD002,2021,2500.0
RE1,PWRHYD002,2022,2500.0
RE1,PWRHYD002,2023,2500.0
RE1,PWRHYD002,2024,2500.0
RE1,PWRHYD002,2025,2500.0
RE1,PWRHYD002,2026,2500.0
RE1,PWRHYD002,2027,2500.0
RE1,PWRHYD002,2028,2500.0
RE1,PWRHYD002,2029,2500.0
RE1,PWRHYD002,2030,2500.0
RE1,PWRHYD002,2031,2500.0
RE1,PWRHYD002,2032,2500.0
RE1,PWRHYD002,2033,2500.0
RE1,PWRHYD002,2034,2500.0
RE1,PWRHYD002,2035,2500.0
RE1,PWRHYD002,2036,2500.0
RE1,PWRHYD002,2037,2500.0
RE1,PWRHYD002,2038,2500.0
RE1,PWRHYD002,2039,2500.0
RE1,PWRHYD002,2040,2500.0
RE1,PWRHYD002,2041,2500.0
RE1,PWRHYD002,2042,2500.0
RE1,PWRHYD002,2043,2500.0
RE1,PWRHYD002,2044,2500.0
RE1,PWRHYD002,2045,2500.0
RE1,PWRHYD002,2046,2500.0
RE1,PWRHYD002,2047,2500.0
RE1,PWRHYD002,2048,2500.0
RE1,PWRHYD002,2049,2500.0
RE1,PWRHYD002,2050,2500.0
RE1,PWRPVR,2020,4320.0
RE1,PWRPVR,2021,4158.0
RE1,PWRPVR,2022,3996.0
RE1,PWRPVR,2023,3834.0
RE1,PWRPVR,2024,3672.0
RE1,PWRPVR,2025,3510.0
RE1,PWRPVR,2026,3348.0
RE1,PWRPVR,2027,3186.0
RE1,PWRPVR,2028,3024.0
RE1,PWRPVR,2029,2862.0
RE1,PWRPVR,2030,2700.0
RE1,PWRPVR,2031,2639.1
RE1,PWRPVR,2032,2578.2
RE1,PWRPVR,2033,2517.3
RE1,PWRPVR,2034,2456.4
RE1,PWRPVR,2035,2395.5
RE1,PWRPVR,2036,2334.6
RE1,PWRPVR,2037,2273.7
RE1,PWRPVR,2038,2212.8
RE1,PWRPVR,2039,2151.9
RE1,PWRPVR,2040,2091.0
RE1,PWRPVR,2041,2091.0
RE1,PWRPVR,2042,2091.0
RE1,PWRPVR,2043,2091.0
RE1,PWRPVR,2044,2091.0
RE1,PWRPVR,2045,2091.0
RE1,PWRPVR,2046,2091.0
RE1,PWRPVR,2047,2091.0
RE1,PWRPVR,2048,2091.0
RE1,PWRPVR,2049,2091.0
RE1,PWRPVR,2050,2091.0
RE1,PWRHYD004,2020,3000.0
RE1,PWRHYD004,2021,3000.0
RE1,PWRHYD004,2022,3000.0
RE1,PWRHYD004,2023,3000.0
RE1,PWRHYD004,2024,3000.0
RE1,PWRHYD004,2025,3000.0
RE1,PWRHYD004,2026,3000.0
RE1,PWRHYD004,2027,3000.0
RE1,PWRHYD004,2028,3000.0
RE1,PWRHYD004,2029,3000.0
RE1,PWRHYD004,2030,3000.0
RE1,PWRHYD004,2031,3000.0
RE1,PWRHYD004,2032,3000.0
RE1,PWRHYD004,2033,3000.0
RE1,PWRHYD004,2034,3000.0
RE1,PWRHYD004,2035,3000.0
RE1,PWRHYD004,2036,3000.0
RE1,PWRHYD004,2037,3000.0
RE1,PWRHYD004,2038,3000.0
RE1,PWRHYD004,2039,3000.0
RE1,PWRHYD004,2040,3000.0
RE1,PWRHYD004,2041,3000.0
RE1,PWRHYD004,2042,3000.0
RE1,PWRHYD004,2043,3000.0
RE1,PWRHYD004,2044,3000.0
RE1,PWRHYD004,2045,3000.0
RE1,PWRHYD004,2046,3000.0
RE1,PWRHYD004,2047,3000.0
RE1,PWRHYD004,2048,3000.0
RE1,PWRHYD004,2049,3000.0
RE1,PWRHYD004,2050,3000.0
RE1,PWRDSL,2020,1086.0
RE1,PWRDSL,2021,1086.0
RE1,PWRDSL,2022,1086.0
RE1,PWRDSL,2023,1086.0
RE1,PWRDSL,2024,1086.0
RE1,PWRDSL,2025,1086.0
RE1,PWRDSL,2026,1086.0
RE1,PWRDSL,2027,1086.0
RE1,PWRDSL,2028,1086.0
RE1,PWRDSL,2029,1086.0
RE1,PWRDSL,2030,1086.0
RE1,PWRDSL,2031,1086.0
RE1,PWRDSL,2032,1086.0
RE1,PWRDSL,2033,1086.0
RE1,PWRDSL,2034,1086.0
RE1,PWRDSL,2035,1086.0
RE1,PWRDSL,2036,1086.0
RE1,PWRDSL,2037,1086.0
RE1,PWRDSL,2038,1086.0
RE1,PWRDSL,2039,1086.0
RE1,PWRDSL,2040,1086.0
RE1,PWRDSL,2041,1086.0
RE1,PWRDSL,2042,1086.0
RE1,PWRDSL,2043,1086.0
RE1,PWRDSL,2044,1086.0
RE1,PWRDSL,2045,1086.0
RE1,PWRDSL,2046,1086.0
RE1,PWRDSL,2047,1086.0
RE1,PWRDSL,2048,1086.0
RE1,PWRDSL,2049,1086.0
RE1,PWRDSL,2050,1086.0
RE1,PWRWND,2020,1489.0
RE1,PWRWND,2021,1448.8
RE1,PWRWND,2022,1408.6
RE1,PWRWND,2023,1368.4
RE1,PWRWND,2024,1328.2
RE1,PWRWND,2025,1288.0
RE1,PWRWND,2026,1247.8
RE1,PWRWND,2027,1207.6
RE1,PWRWND,2028,1167.4
RE1,PWRWND,2029,1127.2
RE1,PWRWND,2030,1087.0
RE1,PWRWND,2031,1071.6
RE1,PWRWND,2032,1056.2
RE1,PWRWND,2033,1040.8
RE1,PWRWND,2034,1025.4
RE1,PWRWND,2035,1010.0
RE1,PWRWND,2036,994.6
RE1,PWRWND,2037,979.2
RE1,PWRWND,2038,963.8
RE1,PWRWND,2039,948.4
RE1,PWRWND,2040,933.0
RE1,PWRWND,2041,933.0
RE1,PWRWND,2042,933.0
RE1,PWRWND,2043,933.0
RE1,PWRWND,2044,933.0
RE1,PWRWND,2045,933.0
RE1,PWRWND,2046,933.0
RE1,PWRWND,2047,933.0
RE1,PWRWND,2048,933.0
RE1,PWRWND,2049,933.0
RE1,PWRWND,2050,933.0
RE1,PWRTRN,2020,2867.0
RE1,PWRTRN,2021,2867.0
RE1,PWRTRN,2022,2867.0
RE1,PWRTRN,2023,2867.0
RE1,PWRTRN,2024,2867.0
RE1,PWRTRN,2025,2867.0
RE1,PWRTRN,2026,2867.0
RE1,PWRTRN,2027,2867.0
RE1,PWRTRN,2028,2867.0
RE1,PWRTRN,2029,2867.0
RE1,PWRTRN,2030,2867.0
RE1,PWRTRN,2031,2867.0
RE1,PWRTRN,2032,2867.0
RE1,PWRTRN,2033,2867.0
RE1,PWRTRN,2034,2867.0
RE1,PWRTRN,2035,2867.0
RE1,PWRTRN,2036,2867.0
RE1,PWRTRN,2037,2867.0
RE1,PWRTRN,2038,2867.0
RE1,PWRTRN,2039,2867.0
RE1,PWRTRN,2040,2867.0
RE1,PWRTRN,2041,2867.0
RE1,PWRTRN,2042,2867.0
RE1,PWRTRN,2043,2867.0
RE1,PWRTRN,2044,2867.0
RE1,PWRTRN,2045,2867.0
RE1,PWRTRN,2046,2867.0
RE1,PWRTRN,2047,2867.0
RE1,PWRTRN,2048,2867.0
RE1,PWRTRN,2049,2867.0
RE1,PWRTRN,2050,2867.0
RE1,DEMRESEL002,2020,0.001
RE1,DEMRESEL002,2021,0.001
RE1,DEMRESEL002,2022,0.001
RE1,DEMRESEL002,2023,0.001
RE1,DEMRESEL002,2024,0.001
RE1,DEMRESEL002,2025,0.001
RE1,DEMRESEL002,2026,0.001
RE1,DEMRESEL002,2027,0.001
RE1,DEMRESEL002,2028,0.001
RE1,DEMRESEL002,2029,0.001
RE1,DEMRESEL002,2030,0.001
RE1,DEMRESEL002,2031,0.001
RE1,DEMRESEL002,2032,0.001
RE1,DEMRESEL002,2033,0.001
RE1,DEMRESEL002,2034,0.001
RE1,DEMRESEL002,2035,0.001
RE1,DEMRESEL002,2036,0.001
RE1,DEMRESEL002,2037,0.001
RE1,DEMRESEL002,2038,0.001
RE1,DEMRESEL002,2039,0.001
RE1,DEMRESEL002,2040,0.001
RE1,DEMRESEL002,2041,0.001
RE1,DEMRESEL002,2042,0.001
RE1,DEMRESEL002,2043,0.001
RE1,DEMRESEL002,2044,0.001
RE1,DEMRESEL002,2045,0.001
RE1,DEMRESEL002,2046,0.001
RE1,DEMRESEL002,2047,0.001
RE1,DEMRESEL002,2048,0.001
RE1,DEMRESEL002,2049,0.001
RE1,DEMRESEL002,2050,0.001
RE1,DEMINDEL002,2020,0.001
RE1,DEMINDEL002,2021,0.001
RE1,DEMINDEL002,2022,0.001
RE1,DEMINDEL002,2023,0.001
RE1,DEMINDEL002,2024,0.001
RE1,DEMINDEL002,2025,0.001
RE1,DEMINDEL002,2026,0.001
RE1,DEMINDEL002,2027,0.001
RE1,DEMINDEL002,2028,0.001
RE1,DEMINDEL002,2029,0.001
RE1,DEMINDEL002,2030,0.001
RE1,DEMINDEL002,2031,0.001
RE1,DEMINDEL002,2032,0.001
RE1,DEMINDEL002,2033,0.001
RE1,DEMINDEL002,2034,0.001
RE1,DEMINDEL002,2035,0.001
RE1,DEMINDEL002,2036,0.001
RE1,DEMINDEL002,2037,0.001
RE1,DEMINDEL002,2038,0.001
RE1,DEMINDEL002,2039,0.001
RE1,DEMINDEL002,2040,0.001
RE1,DEMINDEL002,2041,0.001
RE1,DEMINDEL002,2042,0.001
RE1,DEMINDEL002,2043,0.001
RE1,DEMINDEL002,2044,0.001
RE1,DEMINDEL002,2045,0.001
RE1,DEMINDEL002,2046,0.001
RE1,DEMINDEL002,2047,0.001
RE1,DEMINDEL002,2048,0.001
RE1,DEMINDEL002,2049,0.001
RE1,DEMINDEL002,2050,0.001
RE1,DEMCOMEL002,2020,0.001
RE1,DEMCOMEL002,2021,0.001
RE1,DEMCOMEL002,2022,0.001
RE1,DEMCOMEL002,2023,0.001
RE1,DEMCOMEL002,2024,0.001
RE1,DEMCOMEL002,2025,0.001
RE1,DEMCOMEL002,2026,0.001
RE1,DEMCOMEL002,2027,0.001
RE1,DEMCOMEL002,2028,0.001
RE1,DEMCOMEL002,2029,0.001
RE1,DEMCOMEL002,2030,0.001
RE1,DEMCOMEL002,2031,0.001
RE1,DEMCOMEL002,2032,0.001
RE1,DEMCOMEL002,2033,0.001
RE1,DEMCOMEL002,2034,0.001
RE1,DEMCOMEL002,2035,0.001
RE1,DEMCOMEL002,2036,0.001
RE1,DEMCOMEL002,2037,0.001
RE1,DEMCOMEL002,2038,0.001
RE1,DEMCOMEL002,2039,0.001
RE1,DEMCOMEL002,2040,0.001
RE1,DEMCOMEL002,2041,0.001
RE1,DEMCOMEL002,2042,0.001
RE1,DEMCOMEL002,2043,0.001
RE1,DEMCOMEL002,2044,0.001
RE1,DEMCOMEL002,2045,0.001
RE1,DEMCOMEL002,2046,0.001
RE1,DEMCOMEL002,2047,0.001
RE1,DEMCOMEL002,2048,0.001
RE1,DEMCOMEL002,2049,0.001
RE1,DEMCOMEL002,2050,0.001
RE1,DEMTRAEL002,2020,0.001
RE1,DEMTRAEL002,2021,0.001
RE1,DEMTRAEL002,2022,0.001
RE1,DEMTRAEL002,2023,0.001
RE1,DEMTRAEL002,2024,0.001
RE1,DEMTRAEL002,2025,0.001
RE1,DEMTRAEL002,2026,0.001
RE1,DEMTRAEL002,2027,0.001
RE1,DEMTRAEL002,2028,0.001
RE1,DEMTRAEL002,2029,0.001
RE1,DEMTRAEL002,2030,0.001
RE1,DEMTRAEL002,2031,0.001
RE1,DEMTRAEL002,2032,0.001
RE1,DEMTRAEL002,2033,0.001
RE1,DEMTRAEL002,2034,0.001
RE1,DEMTRAEL002,2035,0.001
RE1,DEMTRAEL002,2036,0.001
RE1,DEMTRAEL002,2037,0.001
RE1,DEMTRAEL002,2038,0.001
RE1,DEMTRAEL002,2039,0.001
RE1,DEMTRAEL002,2040,0.001
RE1,DEMTRAEL002,2041,0.001
RE1,DEMTRAEL002,2042,0.001
RE1,DEMTRAEL002,2043,0.001
RE1,DEMTRAEL002,2044,0.001
RE1,DEMTRAEL002,2045,0.001
RE1,DEMTRAEL002,2046,0.001
RE1,DEMTRAEL002,2047,0.001
RE1,DEMTRAEL002,2048,0.001
RE1,DEMTRAEL002,2049,0.001
RE1,DEMTRAEL002,2050,0.001
RE1,DEMEXPEL002,2020,0.001
RE1,DEMEXPEL002,2021,0.001
RE1,DEMEXPEL002,2022,0.001
RE1,DEMEXPEL002,2023,0.001
RE1,DEMEXPEL002,2024,0.001
RE1,DEMEXPEL002,2025,0.001
RE1,DEMEXPEL002,2026,0.001
RE1,DEMEXPEL002,2027,0.001
RE1,DEMEXPEL002,2028,0.001
RE1,DEMEXPEL002,2029,0.001
RE1,DEMEXPEL002,2030,0.001
RE1,DEMEXPEL002,2031,0.001
RE1,DEMEXPEL002,2032,0.001
RE1,DEMEXPEL002,2033,0.001
RE1,DEMEXPEL002,2034,0.001
RE1,DEMEXPEL002,2035,0.001
RE1,DEMEXPEL002,2036,0.001
RE1,DEMEXPEL002,2037,0.001
RE1,DEMEXPEL002,2038,0.001
RE1,DEMEXPEL002,2039,0.001
RE1,DEMEXPEL002,2040,0.001
RE1,DEMEXPEL002,2041,0.001
RE1,DEMEXPEL002,2042,0.001
RE1,DEMEXPEL002,2043,0.001
RE1,DEMEXPEL002,2044,0.001
RE1,DEMEXPEL002,2045,0.001
RE1,DEMEXPEL002,2046,0.001
RE1,DEMEXPEL002,2047,0.001
RE1,DEMEXPEL002,2048,0.001
RE1,DEMEXPEL002,2049,0.001
RE1,DEMEXPEL002,2050,0.001
RE1,PWRBIO001,2020,2500.0
RE1,PWRBIO001,2021,2500.0
RE1,PWRBIO001,2022,2500.0
RE1,PWRBIO001,2023,2500.0
RE1,PWRBIO001,2024,2500.0
RE1,PWRBIO001,2025,2500.0
RE1,PWRBIO001,2026,2500.0
RE1,PWRBIO001,2027,2500.0
RE1,PWRBIO001,2028,2500.0
RE1,PWRBIO001,2029,2500.0
RE1,PWRBIO001,2030,2500.0
RE1,PWRBIO001,2031,2500.0
RE1,PWRBIO001,2032,2500.0
RE1,PWRBIO001,2033,2500.0
RE1,PWRBIO001,2034,2500.0
RE1,PWRBIO001,2035,2500.0
RE1,PWRBIO001,2036,2500.0
RE1,PWRBIO001,2037,2500.0
RE1,PWRBIO001,2038,2500.0
RE1,PWRBIO001,2039,2500.0
RE1,PWRBIO001,2040,2500.0
RE1,PWRBIO001,2041,2500.0
RE1,PWRBIO001,2042,2500.0
RE1,PWRBIO001,2043,2500.0
RE1,PWRBIO001,2044,2500.0
RE1,PWRBIO001,2045,2500.0
RE1,PWRBIO001,2046,2500.0
RE1,PWRBIO001,2047,2500.0
RE1,PWRBIO001,2048,2500.0
RE1,PWRBIO001,2049,2500.0
RE1,PWRBIO001,2050,2500.0
RE1,IMPPET,2020,0.001
RE1,IMPPET,2021,0.001
RE1,IMPPET,2022,0.001
RE1,IMPPET,2023,0.001
RE1,IMPPET,2024,0.001
RE1,IMPPET,2025,0.001
RE1,IMPPET,2026,0.001
RE1,IMPPET,2027,0.001
RE1,IMPPET,2028,0.001
RE1,IMPPET,2029,0.001
RE1,IMPPET,2030,0.001
RE1,IMPPET,2031,0.001
RE1,IMPPET,2032,0.001
RE1,IMPPET,2033,0.001
RE1,IMPPET,2034,0.001
RE1,IMPPET,2035,0.001
RE1,IMPPET,2036,0.001
RE1,IMPPET,2037,0.001
RE1,IMPPET,2038,0.001
RE1,IMPPET,2039,0.001
RE1,IMPPET,2040,0.001
RE1,IMPPET,2041,0.001
RE1,IMPPET,2042,0.001
RE1,IMPPET,2043,0.001
RE1,IMPPET,2044,0.001
RE1,IMPPET,2045,0.001
RE1,IMPPET,2046,0.001
RE1,IMPPET,2047,0.001
RE1,IMPPET,2048,0.001
RE1,IMPPET,2049,0.001
RE1,IMPPET,2050,0.001
RE1,DEMTRAPET,2020,0.001
RE1,DEMTRAPET,2021,0.001
RE1,DEMTRAPET,2022,0.001
RE1,DEMTRAPET,2023,0.001
RE1,DEMTRAPET,2024,0.001
RE1,DEMTRAPET,2025,0.001
RE1,DEMTRAPET,2026,0.001
RE1,DEMTRAPET,2027,0.001
RE1,DEMTRAPET,2028,0.001
RE1,DEMTRAPET,2029,0.001
RE1,DEMTRAPET,2030,0.001
RE1,DEMTRAPET,2031,0.001
RE1,DEMTRAPET,2032,0.001
RE1,DEMTRAPET,2033,0.001
RE1,DEMTRAPET,2034,0.001
RE1,DEMTRAPET,2035,0.001
RE1,DEMTRAPET,2036,0.001
RE1,DEMTRAPET,2037,0.001
RE1,DEMTRAPET,2038,0.001
RE1,DEMTRAPET,2039,0.001
RE1,DEMTRAPET,2040,0.001
RE1,DEMTRAPET,2041,0.001
RE1,DEMTRAPET,2042,0.001
RE1,DEMTRAPET,2043,0.001
RE1,DEMTRAPET,2044,0.001
RE1,DEMTRAPET,2045,0.001
RE1,DEMTRAPET,2046,0.001
RE1,DEMTRAPET,2047,0.001
RE1,DEMTRAPET,2048,0.001
RE1,DEMTRAPET,2049,0.001
RE1,DEMTRAPET,2050,0.001
RE1,DEMRESBIO,2020,0.001
RE1,DEMRESBIO,2021,0.001
RE1,DEMRESBIO,2022,0.001
RE1,DEMRESBIO,2023,0.001
RE1,DEMRESBIO,2024,0.001
RE1,DEMRESBIO,2025,0.001
RE1,DEMRESBIO,2026,0.001
RE1,DEMRESBIO,2027,0.001
RE1,DEMRESBIO,2028,0.001
RE1,DEMRESBIO,2029,0.001
RE1,DEMRESBIO,2030,0.001
RE1,DEMRESBIO,2031,0.001
RE1,DEMRESBIO,2032,0.001
RE1,DEMRESBIO,2033,0.001
RE1,DEMRESBIO,2034,0.001
RE1,DEMRESBIO,2035,0.001
RE1,DEMRESBIO,2036,0.001
RE1,DEMRESBIO,2037,0.001
RE1,DEMRESBIO,2038,0.001
RE1,DEMRESBIO,2039,0.001
RE1,DEMRESBIO,2040,0.001
RE1,DEMRESBIO,2041,0.001
RE1,DEMRESBIO,2042,0.001
RE1,DEMRESBIO,2043,0.001
RE1,DEMRESBIO,2044,0.001
RE1,DEMRESBIO,2045,0.001
RE1,DEMRESBIO,2046,0.001
RE1,DEMRESBIO,2047,0.001
RE1,DEMRESBIO,2048,0.001
RE1,DEMRESBIO,2049,0.001
RE1,DEMRESBIO,2050,0.001
RE1,DEMINDCOA,2020,0.001
RE1,DEMINDCOA,2021,0.001
RE1,DEMINDCOA,2022,0.001
RE1,DEMINDCOA,2023,0.001
RE1,DEMINDCOA,2024,0.001
RE1,DEMINDCOA,2025,0.001
RE1,DEMINDCOA,2026,0.001
RE1,DEMINDCOA,2027,0.001
RE1,DEMINDCOA,2028,0.001
RE1,DEMINDCOA,2029,0.001
RE1,DEMINDCOA,2030,0.001
RE1,DEMINDCOA,2031,0.001
RE1,DEMINDCOA,2032,0.001
RE1,DEMINDCOA,2033,0.001
RE1,DEMINDCOA,2034,0.001
RE1,DEMINDCOA,2035,0.001
RE1,DEMINDCOA,2036,0.001
RE1,DEMINDCOA,2037,0.001
RE1,DEMINDCOA,2038,0.001
RE1,DEMINDCOA,2039,0.001
RE1,DEMINDCOA,2040,0.001
RE1,DEMINDCOA,2041,0.001
RE1,DEMINDCOA,2042,0.001
RE1,DEMINDCOA,2043,0.001
RE1,DEMINDCOA,2044,0.001
RE1,DEMINDCOA,2045,0.001
RE1,DEMINDCOA,2046,0.001
RE1,DEMINDCOA,2047,0.001
RE1,DEMINDCOA,2048,0.001
RE1,DEMINDCOA,2049,0.001
RE1,DEMINDCOA,2050,0.001
RE1,MINLND,2020,0.001
RE1,MINLND,2021,0.001
RE1,MINLND,2022,0.001
RE1,MINLND,2023,0.001
RE1,MINLND,2024,0.001
RE1,MINLND,2025,0.001
RE1,MINLND,2026,0.001
RE1,MINLND,2027,0.001
RE1,MINLND,2028,0.001
RE1,MINLND,2029,0.001
RE1,MINLND,2030,0.001
RE1,MINLND,2031,0.001
RE1,MINLND,2032,0.001
RE1,MINLND,2033,0.001
RE1,MINLND,2034,0.001
RE1,MINLND,2035,0.001
