REGION,TECHNOLOGY,YEAR,VALUE
RE1,PWRBIO001,2041,0.025
RE1,PWRBIO001,2042,0.025
RE1,PWRBIO001,2043,0.025
RE1,PWRBIO001,2044,0.025
RE1,PWRBIO001,2045,0.025
RE1,PWRBIO001,2046,0.025
RE1,PWRBIO001,2047,0.025
RE1,PWRBIO001,2048,0.025
RE1,PWRBIO001,2049,0.025
RE1,PWRBIO001,2050,0
RE1,LNDTEFLR,2020,31.17966
RE1,LNDTEFLR,2021,29.101016
RE1,LNDTEFLR,2022,27.022372
RE1,LNDTEFLR,2023,24.943728
RE1,LNDTEFLR,2024,22.865084
RE1,LNDTEFLR,2025,20.78644
RE1,LNDTEFLR,2026,18.707796
RE1,LNDTEFLR,2027,16.629152
RE1,LNDTEFLR,2028,14.550508
RE1,LNDTEFLR,2029,12.471864
RE1,LNDTEFLR,2030,10.39322
RE1,LNDTEFLR,2031,8.314576
RE1,LNDTEFLR,2032,6.235932
RE1,LNDTEFLR,2033,4.157288
RE1,LNDTEFLR,2034,2.078644
RE1,LNDTEFLR,2035,0
RE1,LNDTEFLR,2036,0
RE1,LNDTEFLR,2037,0
RE1,LNDTEFLR,2038,0
RE1,LNDTEFLR,2039,0
RE1,LNDTEFLR,2040,0
RE1,LNDTEFLR,2041,0
RE1,LNDTEFLR,2042,0
RE1,LNDTEFLR,2043,0
RE1,LNDTEFLR,2044,0
RE1,LNDTEFLR,2045,0
RE1,LNDTEFLR,2046,0
RE1,LNDTEFLR,2047,0
RE1,LNDTEFLR,2048,0
RE1,LNDTEFLR,2049,0
RE1,LNDTEFLR,2050,0
RE1,LNDTEFLI,2020,0.11581
RE1,LNDTEFLI,2021,0.108089333
RE1,LNDTEFLI,2022,0.100368667
RE1,LNDTEFLI,2023,0.092648
RE1,LNDTEFLI,2024,0.084927333
RE1,LNDTEFLI,2025,0.077206667
RE1,LNDTEFLI,2026,0.069486
RE1,LNDTEFLI,2027,0.061765333
RE1,LNDTEFLI,2028,0.054044667
RE1,LNDTEFLI,2029,0.046324
RE1,LNDTEFLI,2030,0.038603333
RE1,LNDTEFLI,2031,0.030882667
RE1,LNDTEFLI,2032,0.023162
RE1,LNDTEFLI,2033,0.015441333
RE1,LNDTEFLI,2034,0.007720667
RE1,LNDTEFLI,2035,0
RE1,LNDTEFLI,2036,0
RE1,LNDTEFLI,2037,0
RE1,LNDTEFLI,2038,0
RE1,LNDTEFLI,2039,0
RE1,LNDTEFLI,2040,0
RE1,LNDTEFLI,2041,0
RE1,LNDTEFLI,2042,0
RE1,LNDTEFLI,2043,0
RE1,LNDTEFLI,2044,0
RE1,LNDTEFLI,2045,0
RE1,LNDTEFLI,2046,0
RE1,LNDTEFLI,2047,0
RE1,LNDTEFLI,2048,0
RE1,LNDTEFLI,2049,0
RE1,LNDTEFLI,2050,0
RE1,LNDMAILR,2020,22.76647
RE1,LNDMAILR,2021,21.24870533
RE1,LNDMAILR,2022,19.73094067
RE1,LNDMAILR,2023,18.213176
RE1,LNDMAILR,2024,16.69541133
RE1,LNDMAILR,2025,15.17764667
RE1,LNDMAILR,2026,13.659882
RE1,LNDMAILR,2027,12.14211733
RE1,LNDMAILR,2028,10.62435267
RE1,LNDMAILR,2029,9.106588
RE1,LNDMAILR,2030,7.588823333
RE1,LNDMAILR,2031,6.071058667
RE1,LNDMAILR,2032,4.553294
RE1,LNDMAILR,2033,3.035529333
RE1,LNDMAILR,2034,1.517764667
RE1,LNDMAILR,2035,0
RE1,LNDMAILR,2036,0
RE1,LNDMAILR,2037,0
RE1,LNDMAILR,2038,0
RE1,LNDMAILR,2039,0
RE1,LNDMAILR,2040,0
RE1,LNDMAILR,2041,0
RE1,LNDMAILR,2042,0
RE1,LNDMAILR,2043,0
RE1,LNDMAILR,2044,0
RE1,LNDMAILR,2045,0
RE1,LNDMAILR,2046,0
RE1,LNDMAILR,2047,0
RE1,LNDMAILR,2048,0
RE1,LNDMAILR,2049,0
RE1,LNDMAILR,2050,0
RE1,LNDMAILI,2020,0.8686
RE1,LNDMAILI,2021,0.810693333
RE1,LNDMAILI,2022,0.752786667
RE1,LNDMAILI,2023,0.69488
RE1,LNDMAILI,2024,0.636973333
RE1,LNDMAILI,2025,0.579066667
RE1,LNDMAILI,2026,0.52116
RE1,LNDMAILI,2027,0.463253333
RE1,LNDMAILI,2028,0.405346667
RE1,LNDMAILI,2029,0.34744
RE1,LNDMAILI,2030,0.289533333
RE1,LNDMAILI,2031,0.231626667
RE1,LNDMAILI,2032,0.17372
RE1,LNDMAILI,2033,0.115813333
RE1,LNDMAILI,2034,0.057906667
RE1,LNDMAILI,2035,0
RE1,LNDMAILI,2036,0
RE1,LNDMAILI,2037,0
RE1,LNDMAILI,2038,0
RE1,LNDMAILI,2039,0
RE1,LNDMAILI,2040,0
RE1,LNDMAILI,2041,0
RE1,LNDMAILI,2042,0
RE1,LNDMAILI,2043,0
RE1,LNDMAILI,2044,0
RE1,LNDMAILI,2045,0
RE1,LNDMAILI,2046,0
RE1,LNDMAILI,2047,0
RE1,LNDMAILI,2048,0
RE1,LNDMAILI,2049,0
RE1,LNDMAILI,2050,0
RE1,LNDWHELR,2020,18.05891
RE1,LNDWHELR,2021,16.85498267
RE1,LNDWHELR,2022,15.65105533
RE1,LNDWHELR,2023,14.447128
RE1,LNDWHELR,2024,13.24320067
RE1,LNDWHELR,2025,12.03927333
RE1,LNDWHELR,2026,10.835346
RE1,LNDWHELR,2027,9.631418667
RE1,LNDWHELR,2028,8.427491333
RE1,LNDWHELR,2029,7.223564
RE1,LNDWHELR,2030,6.019636667
RE1,LNDWHELR,2031,4.815709333
RE1,LNDWHELR,2032,3.611782
RE1,LNDWHELR,2033,2.407854667
RE1,LNDWHELR,2034,1.203927333
RE1,LNDWHELR,2035,0
RE1,LNDWHELR,2036,0
RE1,LNDWHELR,2037,0
RE1,LNDWHELR,2038,0
RE1,LNDWHELR,2039,0
RE1,LNDWHELR,2040,0
RE1,LNDWHELR,2041,0
RE1,LNDWHELR,2042,0
RE1,LNDWHELR,2043,0
RE1,LNDWHELR,2044,0
RE1,LNDWHELR,2045,0
RE1,LNDWHELR,2046,0
RE1,LNDWHELR,2047,0
RE1,LNDWHELR,2048,0
RE1,LNDWHELR,2049,0
RE1,LNDWHELR,2050,0
RE1,LNDWHELI,2020,0.2316
RE1,LNDWHELI,2021,0.21616
RE1,LNDWHELI,2022,0.20072
RE1,LNDWHELI,2023,0.18528
RE1,LNDWHELI,2024,0.16984
RE1,LNDWHELI,2025,0.1544
RE1,LNDWHELI,2026,0.13896
RE1,LNDWHELI,2027,0.12352
RE1,LNDWHELI,2028,0.10808
RE1,LNDWHELI,2029,0.09264
RE1,LNDWHELI,2030,0.0772
RE1,LNDWHELI,2031,0.06176
RE1,LNDWHELI,2032,0.04632
RE1,LNDWHELI,2033,0.03088
RE1,LNDWHELI,2034,0.01544
RE1,LNDWHELI,2035,0
RE1,LNDWHELI,2036,0
RE1,LNDWHELI,2037,0
RE1,LNDWHELI,2038,0
RE1,LNDWHELI,2039,0
RE1,LNDWHELI,2040,0
RE1,LNDWHELI,2041,0
RE1,LNDWHELI,2042,0
RE1,LNDWHELI,2043,0
RE1,LNDWHELI,2044,0
RE1,LNDWHELI,2045,0
RE1,LNDWHELI,2046,0
RE1,LNDWHELI,2047,0
RE1,LNDWHELI,2048,0
RE1,LNDWHELI,2049,0
RE1,LNDWHELI,2050,0
RE1,LNDSORLR,2020,17.7235
RE1,LNDSORLR,2021,16.54193333
RE1,LNDSORLR,2022,15.36036667
RE1,LNDSORLR,2023,14.1788
RE1,LNDSORLR,2024,12.99723333
RE1,LNDSORLR,2025,11.81566667
RE1,LNDSORLR,2026,10.6341
RE1,LNDSORLR,2027,9.452533333
RE1,LNDSORLR,2028,8.270966667
RE1,LNDSORLR,2029,7.0894
RE1,LNDSORLR,2030,5.907833333
RE1,LNDSORLR,2031,4.726266667
RE1,LNDSORLR,2032,3.5447
RE1,LNDSORLR,2033,2.363133333
RE1,LNDSORLR,2034,1.181566667
RE1,LNDSORLR,2035,0
RE1,LNDSORLR,2036,0
RE1,LNDSORLR,2037,0
RE1,LNDSORLR,2038,0
RE1,LNDSORLR,2039,0
RE1,LNDSORLR,2040,0
RE1,LNDSORLR,2041,0
RE1,LNDSORLR,2042,0
RE1,LNDSORLR,2043,0
RE1,LNDSORLR,2044,0
RE1,LNDSORLR,2045,0
RE1,LNDSORLR,2046,0
RE1,LNDSORLR,2047,0
RE1,LNDSORLR,2048,0
RE1,LNDSORLR,2049,0
RE1,LNDSORLR,2050,0
RE1,LNDSORLI,2020,0.1737
RE1,LNDSORLI,2021,0.16212
RE1,LNDSORLI,2022,0.15054
RE1,LNDSORLI,2023,0.13896
RE1,LNDSORLI,2024,0.12738
RE1,LNDSORLI,2025,0.1158
RE1,LNDSORLI,2026,0.10422
RE1,LNDSORLI,2027,0.09264
RE1,LNDSORLI,2028,0.08106
RE1,LNDSORLI,2029,0.06948
RE1,LNDSORLI,2030,0.0579
RE1,LNDSORLI,2031,0.04632
RE1,LNDSORLI,2032,0.03474
RE1,LNDSORLI,2033,0.02316
RE1,LNDSORLI,2034,0.01158
RE1,LNDSORLI,2035,0
RE1,LNDSORLI,2036,0
RE1,LNDSORLI,2037,0
RE1,LNDSORLI,2038,0
RE1,LNDSORLI,2039,0
RE1,LNDSORLI,2040,0
RE1,LNDSORLI,2041,0
RE1,LNDSORLI,2042,0
RE1,LNDSORLI,2043,0
RE1,LNDSORLI,2044,0
RE1,LNDSORLI,2045,0
RE1,LNDSORLI,2046,0
RE1,LNDSORLI,2047,0
RE1,LNDSORLI,2048,0
RE1,LNDSORLI,2049,0
RE1,LNDSORLI,2050,0
RE1,LNDBRLLR,2020,8.91225
RE1,LNDBRLLR,2021,8.3181
RE1,LNDBRLLR,2022,7.72395
RE1,LNDBRLLR,2023,7.1298
RE1,LNDBRLLR,2024,6.53565
RE1,LNDBRLLR,2025,5.9415
RE1,LNDBRLLR,2026,5.34735
RE1,LNDBRLLR,2027,4.7532
RE1,LNDBRLLR,2028,4.15905
RE1,LNDBRLLR,2029,3.5649
RE1,LNDBRLLR,2030,2.97075
RE1,LNDBRLLR,2031,2.3766
RE1,LNDBRLLR,2032,1.78245
RE1,LNDBRLLR,2033,1.1883
RE1,LNDBRLLR,2034,0.59415
RE1,LNDBRLLR,2035,0
RE1,LNDBRLLR,2036,0
RE1,LNDBRLLR,2037,0
RE1,LNDBRLLR,2038,0
RE1,LNDBRLLR,2039,0
RE1,LNDBRLLR,2040,0
RE1,LNDBRLLR,2041,0
RE1,LNDBRLLR,2042,0
RE1,LNDBRLLR,2043,0
RE1,LNDBRLLR,2044,0
RE1,LNDBRLLR,2045,0
RE1,LNDBRLLR,2046,0
RE1,LNDBRLLR,2047,0
RE1,LNDBRLLR,2048,0
RE1,LNDBRLLR,2049,0
RE1,LNDBRLLR,2050,0
RE1,LNDBRLLI,2020,0.05791
RE1,LNDBRLLI,2021,0.054049333
RE1,LNDBRLLI,2022,0.050188667
RE1,LNDBRLLI,2023,0.046328
RE1,LNDBRLLI,2024,0.042467333
RE1,LNDBRLLI,2025,0.038606667
RE1,LNDBRLLI,2026,0.034746
RE1,LNDBRLLI,2027,0.030885333
RE1,LNDBRLLI,2028,0.027024667
RE1,LNDBRLLI,2029,0.023164
RE1,LNDBRLLI,2030,0.019303333
RE1,LNDBRLLI,2031,0.015442667
RE1,LNDBRLLI,2032,0.011582
RE1,LNDBRLLI,2033,0.007721333
RE1,LNDBRLLI,2034,0.003860667
RE1,LNDBRLLI,2035,0
RE1,LNDBRLLI,2036,0
RE1,LNDBRLLI,2037,0
RE1,LNDBRLLI,2038,0
RE1,LNDBRLLI,2039,0
RE1,LNDBRLLI,2040,0
RE1,LNDBRLLI,2041,0
RE1,LNDBRLLI,2042,0
RE1,LNDBRLLI,2043,0
RE1,LNDBRLLI,2044,0
RE1,LNDBRLLI,2045,0
RE1,LNDBRLLI,2046,0
RE1,LNDBRLLI,2047,0
RE1,LNDBRLLI,2048,0
RE1,LNDBRLLI,2049,0
RE1,LNDBRLLI,2050,0
RE1,LNDCOFLR,2020,8.56592
RE1,LNDCOFLR,2021,7.994858667
RE1,LNDCOFLR,2022,7.423797333
RE1,LNDCOFLR,2023,6.852736
RE1,LNDCOFLR,2024,6.281674667
RE1,LNDCOFLR,2025,5.710613333
RE1,LNDCOFLR,2026,5.139552
RE1,LNDCOFLR,2027,4.568490667
RE1,LNDCOFLR,2028,3.997429333
RE1,LNDCOFLR,2029,3.426368
RE1,LNDCOFLR,2030,2.855306667
RE1,LNDCOFLR,2031,2.284245333
RE1,LNDCOFLR,2032,1.713184
RE1,LNDCOFLR,2033,1.142122667
RE1,LNDCOFLR,2034,0.571061333
RE1,LNDCOFLR,2035,0
RE1,LNDCOFLR,2036,0
RE1,LNDCOFLR,2037,0
RE1,LNDCOFLR,2038,0
RE1,LNDCOFLR,2039,0
RE1,LNDCOFLR,2040,0
RE1,LNDCOFLR,2041,0
RE1,LNDCOFLR,2042,0
RE1,LNDCOFLR,2043,0
RE1,LNDCOFLR,2044,0
RE1,LNDCOFLR,2045,0
RE1,LNDCOFLR,2046,0
RE1,LNDCOFLR,2047,0
RE1,LNDCOFLR,2048,0
RE1,LNDCOFLR,2049,0
RE1,LNDCOFLR,2050,0
RE1,LNDOTCLR,2020,227.95527
RE1,LNDOTCLR,2021,212.758252
RE1,LNDOTCLR,2022,197.561234
RE1,LNDOTCLR,2023,182.364216
RE1,LNDOTCLR,2024,167.167198
RE1,LNDOTCLR,2025,151.97018
RE1,LNDOTCLR,2026,136.773162
RE1,LNDOTCLR,2027,121.576144
RE1,LNDOTCLR,2028,106.379126
RE1,LNDOTCLR,2029,91.182108
RE1,LNDOTCLR,2030,75.98509
RE1,LNDOTCLR,2031,60.788072
RE1,LNDOTCLR,2032,45.591054
RE1,LNDOTCLR,2033,30.394036
RE1,LNDOTCLR,2034,15.197018
RE1,LNDOTCLR,2035,0
RE1,LNDOTCLR,2036,0
RE1,LNDOTCLR,2037,0
RE1,LNDOTCLR,2038,0
RE1,LNDOTCLR,2039,0
RE1,LNDOTCLR,2040,0
RE1,LNDOTCLR,2041,0
RE1,LNDOTCLR,2042,0
RE1,LNDOTCLR,2043,0
RE1,LNDOTCLR,2044,0
RE1,LNDOTCLR,2045,0
RE1,LNDOTCLR,2046,0
RE1,LNDOTCLR,2047,0
RE1,LNDOTCLR,2048,0
RE1,LNDOTCLR,2049,0
RE1,LNDOTCLR,2050,0
RE1,LNDOTCLI,2020,2.38638
RE1,LNDOTCLI,2021,2.227288
RE1,LNDOTCLI,2022,2.068196
RE1,LNDOTCLI,2023,1.909104
RE1,LNDOTCLI,2024,1.750012
RE1,LNDOTCLI,2025,1.59092
RE1,LNDOTCLI,2026,1.431828
RE1,LNDOTCLI,2027,1.272736
RE1,LNDOTCLI,2028,1.113644
RE1,LNDOTCLI,2029,0.954552
RE1,LNDOTCLI,2030,0.79546
RE1,LNDOTCLI,2031,0.636368
RE1,LNDOTCLI,2032,0.477276
RE1,LNDOTCLI,2033,0.318184
RE1,LNDOTCLI,2034,0.159092
RE1,LNDOTCLI,2035,0
RE1,LNDOTCLI,2036,0
RE1,LNDOTCLI,2037,0
RE1,LNDOTCLI,2038,0
RE1,LNDOTCLI,2039,0
RE1,LNDOTCLI,2040,0
RE1,LNDOTCLI,2041,0
RE1,LNDOTCLI,2042,0
RE1,LNDOTCLI,2043,0
RE1,LNDOTCLI,2044,0
RE1,LNDOTCLI,2045,0
RE1,LNDOTCLI,2046,0
RE1,LNDOTCLI,2047,0
RE1,LNDOTCLI,2048,0
RE1,LNDOTCLI,2049,0
RE1,LNDOTCLI,2050,0
RE1,LNDSGCHI,2020,0.023
RE1,LNDSGCHI,2021,0.023
RE1,LNDSGCHI,2022,0.023
RE1,LNDSGCHI,2023,0.023
RE1,LNDSGCHI,2024,0.023
RE1,LNDSGCHI,2025,0.023
RE1,LNDSGCHI,2026,0.023
RE1,LNDSGCHI,2027,0.023
RE1,LNDSGCHI,2028,0.023
RE1,LNDSGCHI,2029,0.023
RE1,LNDSGCHI,2030,0.023
RE1,LNDSGCHI,2031,0.023
RE1,LNDSGCHI,2032,0.023
RE1,LNDSGCHI,2033,0.023
RE1,LNDSGCHI,2034,0.023
RE1,LNDSGCHI,2035,0.023
RE1,LNDSGCHI,2036,0.023
RE1,LNDSGCHI,2037,0.023
RE1,LNDSGCHI,2038,0.023
RE1,LNDSGCHI,2039,0.023
RE1,LNDSGCHI,2040,0.023
RE1,LNDSGCHI,2041,0.023
RE1,LNDSGCHI,2042,0.023
RE1,LNDSGCHI,2043,0.023
RE1,LNDSGCHI,2044,0.023
RE1,LNDSGCHI,2045,0.023
RE1,LNDSGCHI,2046,0.023
RE1,LNDSGCHI,2047,0.023
RE1,LNDSGCHI,2048,0.023
RE1,LNDSGCHI,2049,0.023
RE1,LNDSGCHI,2050,0.023
RE1,LNDFOR,2020,171.647
RE1,LNDFOR,2021,0
