REGION,TECHNOLOGY,VALUE,UNIT,YEAR
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
RE1,,,,
